drugName,avg_sentiment,avg_rating,review_count,avg_usefulness,top_side_effects,sentiment_rating_interaction
Acticlate,0.10559999999999997,8.0,2,9.0,"[('headache', 1), ('pain', 1)]",0.8447999999999998
Actifed,0.3258,8.666666666666666,3,7.0,[],2.8235999999999994
Actiq,0.012942857142857162,8.714285714285714,7,40.714285714285715,"[('pain', 6), ('headache', 2)]",0.11278775510204098
Activella,0.3269,8.0,1,27.0,"[('headache', 1), ('anxiety', 1)]",2.6152
ActoPlus Met,-0.4476,5.0,2,12.5,[],-2.238
Actonel,-0.24101666666666666,4.0,6,73.66666666666667,"[('diarrhea', 2), ('pain', 2), ('vomiting', 1)]",-0.9640666666666666
Actonel with Calcium,-0.9724,3.0,1,8.0,"[('pain', 1)]",-2.9172000000000002
Actos,0.041850000000000005,4.583333333333333,12,43.75,"[('pain', 3), ('weight gain', 3), ('headache', 2)]",0.19181250000000002
Acyclovir,-0.10283281250000001,8.359375,64,25.9375,"[('pain', 17), ('fever', 3), ('nausea', 3)]",-0.8596180419921876
Acyclovir / hydrocortisone,0.8929,10.0,1,1.0,[],8.929
Aczone,0.31851860465116283,7.523255813953488,86,15.546511627906977,"[('pain', 6)]",2.3962969442942135
Adalimumab,0.028295774647887323,7.262910798122066,213,34.48356807511737,"[('pain', 103), ('headache', 12), ('fever', 10)]",0.20550968723136945
Adapalene,0.1284684210526316,7.481203007518797,133,19.804511278195488,"[('pain', 14), ('rash', 7), ('fever', 1)]",0.9610983379501387
Adapalene / benzoyl peroxide,0.268963321799308,7.581314878892734,289,10.979238754325259,"[('pain', 37), ('rash', 5), ('weight gain', 1)]",2.039095633433508
Adcirca,-0.014700000000000046,6.0,2,6.0,"[('headache', 1), ('dizziness', 1)]",-0.08820000000000028
Adderall,0.25805,8.446153846153846,130,49.53076923076923,"[('anxiety', 12), ('dry mouth', 6), ('pain', 5)]",2.17953
Adderall XR,0.11904615384615386,8.102564102564102,78,32.0,"[('anxiety', 14), ('insomnia', 8), ('headache', 7)]",0.9645790927021697
Addyi,-0.54105,1.0,2,8.5,[],-0.54105
Adempas,-0.5482,1.0,1,0.0,[],-0.5482
Adenosine,0.04435,7.25,4,3.75,"[('headache', 1), ('pain', 1)]",0.32153750000000003
Adipex-P,0.2665694323144105,9.139737991266376,229,58.22707423580786,"[('dry mouth', 71), ('weight loss', 29), ('headache', 19)]",2.4363747678343284
Adoxa,0.20553333333333335,8.666666666666666,3,21.666666666666668,[],1.781288888888889
Advair Diskus,-0.10335750000000002,8.125,40,24.25,"[('headache', 4), ('pain', 2), ('nausea', 1)]",-0.8397796875000002
Advair HFA,0.24290000000000003,9.0,2,5.5,[],2.1861
Advil,-0.1599,9.8,5,12.0,"[('pain', 4), ('headache', 2)]",-1.56702
Advil Cold and Sinus,0.10251428571428571,8.0,7,9.0,"[('headache', 3), ('pain', 3)]",0.8201142857142857
Advil Cold and Sinus Liqui-Gels,0.9165,10.0,1,0.0,[],9.165
Advil Liqui-Gels,-0.20172500000000002,7.25,4,25.75,"[('pain', 3), ('headache', 1)]",-1.4625062500000001
Adzenys XR-ODT,0.5215133333333334,6.0,15,8.533333333333333,"[('insomnia', 2), ('anxiety', 2), ('headache', 2)]",3.12908
Aerobid-M,-0.1752,10.0,1,1.0,"[('pain', 1)]",-1.752
Afatinib,0.8174,10.0,1,1.0,"[('rash', 1)]",8.174
Afinitor,-0.20765,5.333333333333333,6,19.5,"[('rash', 2), ('nausea', 1), ('vomiting', 1)]",-1.1074666666666666
Aflibercept,0.575275,7.0,4,9.5,[],4.026925
Afrezza,0.30876000000000003,8.866666666666667,15,32.4,[],2.7376720000000003
Afrin,-0.15070666666666668,4.066666666666666,15,7.133333333333334,[],-0.6128737777777779
Afrin NoDrip Sinus,-0.4317,5.0,1,8.0,"[('anxiety', 1)]",-2.1585
Afrin Original,-0.5984,1.0,1,0.0,[],-0.5984
Aftera,-0.023520454545454542,7.2272727272727275,44,6.795454545454546,"[('nausea', 4), ('fatigue', 3), ('headache', 3)]",-0.16998873966942146
Aggrenox,-0.32875,6.5,10,31.6,"[('headache', 6), ('nausea', 2), ('pain', 2)]",-2.136875
Alamast,-0.13015,5.5,2,0.5,[],-0.7158249999999999
Alavert,-0.4019,10.0,1,26.0,[],-4.019
Albendazole,0.2607,8.666666666666666,3,17.333333333333332,"[('headache', 1), ('diarrhea', 1), ('rash', 1)]",2.2594
Albiglutide,-0.18346666666666667,2.5,6,4.833333333333333,"[('headache', 2), ('pain', 2), ('diarrhea', 1)]",-0.45866666666666667
Albuterol,0.10232619047619047,4.285714285714286,42,13.214285714285714,"[('pain', 3), ('dry mouth', 2), ('anxiety', 1)]",0.4385408163265306
Albuterol / ipratropium,0.3895090909090909,7.545454545454546,11,18.636363636363637,[],2.939023140495868
Alcaftadine,0.4130636363636364,7.2727272727272725,11,13.909090909090908,[],3.0040991735537195
Alclometasone,0.9403,8.0,1,13.0,[],7.5224
Aldactone,0.1633,6.5,8,107.375,"[('pain', 2), ('weight gain', 1), ('weight loss', 1)]",1.06145
Aldara,-0.23680625,7.5,16,34.6875,"[('pain', 5), ('headache', 3), ('fatigue', 2)]",-1.776046875
Aldomet,0.9297,3.0,1,24.0,"[('dizziness', 1)]",2.7891
Alefacept,0.45,10.0,1,3.0,"[('pain', 1), ('fever', 1)]",4.5
Alemtuzumab,0.5105333333333334,8.333333333333334,3,34.0,"[('headache', 1), ('rash', 1), ('fever', 1)]",4.254444444444445
Alendronate,-0.5477052631578947,2.3684210526315788,19,92.15789473684211,"[('pain', 14), ('nausea', 4), ('headache', 4)]",-1.2971966759002769
Alesse,-0.17038690476190477,5.488095238095238,84,7.464285714285714,"[('pain', 18), ('weight gain', 14), ('nausea', 14)]",-0.9350995606575964
Aleve,-0.2585818181818182,8.06060606060606,33,42.06060606060606,"[('pain', 28), ('nausea', 1), ('headache', 1)]",-2.084326170798898
Aleve-D Sinus & Cold,-0.1045,9.0,1,18.0,[],-0.9405
Alfuzosin,-0.0785090909090909,5.909090909090909,22,35.22727272727273,"[('pain', 7), ('headache', 2), ('dizziness', 2)]",-0.4639173553719008
Alimta,-0.8607,8.0,1,38.0,"[('fatigue', 1)]",-6.8856
Alirocumab,-0.10470833333333333,6.0,12,24.333333333333332,"[('pain', 6), ('diarrhea', 1)]",-0.62825
Aliskiren,-0.3794,7.8,10,23.4,"[('pain', 1), ('headache', 1), ('nausea', 1)]",-2.95932
Aliskiren / hydrochlorothiazide,0.2507333333333333,8.0,3,12.0,"[('headache', 2), ('nausea', 1), ('diarrhea', 1)]",2.0058666666666665
Alka-Seltzer Cold and Sinus,0.5965,10.0,1,6.0,[],5.965
Alka-Seltzer Plus Cold Formula Sparkling Original Effervescent Tablets,0.2023,8.0,1,2.0,[],1.6184
Allantoin / camphor / phenol,0.8372,8.0,1,9.0,[],6.6976
Allegra,0.104644,7.44,25,22.44,"[('headache', 3), ('fever', 3), ('dizziness', 1)]",0.77855136
Allegra Allergy,-0.48685,1.0,2,2.0,[],-0.48685
Allegra ODT,0.5719,10.0,1,26.0,[],5.718999999999999
Allegra-D 12 Hour,0.035749999999999976,8.75,4,10.75,"[('insomnia', 3), ('headache', 1), ('dizziness', 1)]",0.31281249999999977
Allegra-D 24 Hour,-0.29755714285714285,8.428571428571429,7,9.142857142857142,"[('dry mouth', 2), ('pain', 1), ('nausea', 1)]",-2.507981632653061
Allerx Dose Pack DF,-0.0129,10.0,1,6.0,[],-0.129
Alli,0.12758636363636364,6.9772727272727275,44,68.31818181818181,"[('weight loss', 11), ('constipation', 3), ('pain', 2)]",0.8902048553719009
Allopurinol,-0.364784,7.96,25,45.96,"[('pain', 13), ('rash', 1), ('sweating', 1)]",-2.90368064
Almotriptan,0.45928,9.5,10,8.0,"[('headache', 4)]",4.363160000000001
Aloe vera,0.1298,10.0,1,2.0,"[('pain', 1)]",1.298
Alogliptin,-0.0812,4.0,2,9.0,[],-0.3248
Alogliptin / metformin,0.8126,1.0,1,2.0,[],0.8126
Aloprim,0.48245,9.5,2,52.5,"[('pain', 1)]",4.5832749999999995
Alosetron,0.053433333333333326,9.666666666666666,9,23.0,"[('diarrhea', 3), ('pain', 1)]",0.5165222222222221
Alphagan P,-0.5267,10.0,1,3.0,[],-5.2669999999999995
Alprazolam,-0.22874655581947745,8.843230403800476,421,44.57719714964371,"[('anxiety', 262), ('pain', 12), ('insomnia', 11)]",-2.0228584971874457
Alprazolam Intensol,-0.5664,10.0,3,29.0,"[('anxiety', 2)]",-5.664
Alprostadil,0.22660285714285713,8.17142857142857,35,55.57142857142857,"[('pain', 15), ('headache', 1)]",1.8516690612244895
Alsuma,-0.5974,10.0,1,9.0,"[('nausea', 1), ('headache', 1), ('pain', 1)]",-5.974
Altabax,0.03369999999999999,6.666666666666667,3,7.0,[],0.2246666666666666
Altace,-0.13424999999999998,5.5,2,47.0,"[('nausea', 1), ('pain', 1)]",-0.7383749999999999
Altavera,0.21258,5.4,5,4.8,"[('headache', 2), ('weight gain', 2), ('anxiety', 1)]",1.147932
Altoprev,0.0505,9.5,2,51.0,"[('pain', 1)]",0.47975
Aluminum chloride hexahydrate,0.2556111587982833,9.030042918454935,233,9.390557939914164,"[('sweating', 121), ('pain', 26), ('rash', 13)]",2.3081797343844976
Aluminum hydroxide / magnesium hydroxide / simethicone,-0.3182,9.0,1,9.0,[],-2.8638
Aluminum hydroxide / magnesium trisilicate,-0.32510000000000006,6.0,2,3.0,[],-1.9506000000000003
Alupent,0.04685,9.5,2,6.5,[],0.445075
Alvesco,0.23297142857142858,6.857142857142857,7,8.571428571428571,[],1.5975183673469386
Alyacen 1 / 35,-0.10724,3.6,5,1.6,"[('rash', 1), ('anxiety', 1), ('vomiting', 1)]",-0.386064
AmLactin,0.1406,9.0,1,58.0,[],1.2654
Amantadine,0.046492307692307694,6.0,13,19.23076923076923,"[('fatigue', 4), ('insomnia', 1), ('rash', 1)]",0.27895384615384616
Amaryl,-0.047014285714285724,7.428571428571429,7,83.57142857142857,"[('rash', 1)]",-0.3492489795918368
Ambien,0.01933756345177665,7.233502538071066,197,28.31979695431472,"[('insomnia', 60), ('anxiety', 11), ('pain', 11)]",0.13987831430853667
Ambien CR,0.11656857142857144,7.0285714285714285,35,24.485714285714284,"[('insomnia', 12), ('headache', 1), ('anxiety', 1)]",0.8193105306122449
Amerge,0.4752222222222222,9.444444444444445,9,16.11111111111111,"[('headache', 4), ('pain', 3), ('nausea', 3)]",4.48820987654321
Amethia,0.014866666666666658,5.5,6,2.1666666666666665,"[('pain', 2), ('nausea', 1), ('weight gain', 1)]",0.08176666666666663
Amethia Lo,0.21845,2.0,2,1.5,[],0.4369
Amethyst,0.0941,1.0,1,2.0,[],0.0941
Amevive,0.45,10.0,1,3.0,"[('pain', 1), ('fever', 1)]",4.5
Amikacin,-0.3714,1.0,1,5.0,[],-0.3714
Amiodarone,-0.29442352941176475,5.647058823529412,17,49.11764705882353,"[('pain', 4), ('rash', 1), ('insomnia', 1)]",-1.6626269896193775
Amitiza,-0.1661031914893617,5.957446808510638,94,33.808510638297875,"[('constipation', 41), ('nausea', 34), ('pain', 29)]",-0.9895509280217293
Amitriptyline,-0.11264892703862661,7.894849785407725,466,51.532188841201716,"[('pain', 191), ('anxiety', 78), ('headache', 67)]",-0.8893463574573118
Amitriptyline / chlordiazepoxide,-0.8397666666666667,10.0,3,29.666666666666668,"[('anxiety', 3), ('dry mouth', 1)]",-8.397666666666666
Amitriptyline / perphenazine,0.23585,9.5,2,32.5,"[('headache', 1), ('insomnia', 1), ('anxiety', 1)]",2.240575
Amlodipine,-0.3476044642857143,5.276785714285714,112,62.25892857142857,"[('pain', 28), ('headache', 26), ('fatigue', 9)]",-1.8342342713647959
Amlodipine / atorvastatin,0.0,9.0,1,23.0,[],0.0
Amlodipine / benazepril,-0.49113636363636365,6.181818181818182,11,33.0,"[('pain', 2), ('weight loss', 1), ('dizziness', 1)]",-3.036115702479339
Amlodipine / hydrochlorothiazide / olmesartan,-0.49363333333333337,8.333333333333334,6,11.0,"[('pain', 3), ('dry mouth', 1), ('fever', 1)]",-4.113611111111112
Amlodipine / hydrochlorothiazide / valsartan,0.5535666666666667,10.0,3,5.333333333333333,"[('dizziness', 1)]",5.535666666666667
Amlodipine / olmesartan,0.25653333333333334,8.541666666666666,24,29.0,"[('headache', 4), ('pain', 4), ('dizziness', 2)]",2.191222222222222
Amlodipine / telmisartan,-0.012749999999999984,7.5,2,7.5,[],-0.09562499999999988
Amlodipine / valsartan,-0.34676428571428575,6.5,14,33.214285714285715,"[('weight gain', 1), ('anxiety', 1)]",-2.2539678571428574
Ammonium lactate,0.414525,9.5,4,36.75,"[('pain', 1)]",3.9379874999999998
Amnesteem,-0.1131235294117647,7.470588235294118,17,10.823529411764707,"[('pain', 8), ('headache', 2), ('nausea', 1)]",-0.8450993079584775
Amoxapine,0.7096,9.0,1,2.0,"[('insomnia', 1)]",6.3864
Amoxicillin,-0.18313454545454547,6.672727272727273,55,47.30909090909091,"[('pain', 21), ('diarrhea', 8), ('nausea', 4)]",-1.222006876033058
Amoxicillin / clarithromycin / lansoprazole,-0.1904763157894737,7.447368421052632,38,18.13157894736842,"[('pain', 16), ('diarrhea', 9), ('nausea', 9)]",-1.4185472991689752
Amoxicillin / clavulanate,-0.30489468599033814,5.420289855072464,207,18.884057971014492,"[('diarrhea', 55), ('pain', 49), ('nausea', 34)]",-1.6526175733389343
Amoxil,0.30405714285714286,7.571428571428571,7,52.42857142857143,"[('pain', 2), ('headache', 1), ('vomiting', 1)]",2.3021469387755102
Amphetamine,0.4033481481481481,6.555555555555555,27,10.703703703703704,"[('anxiety', 3), ('rash', 3), ('headache', 3)]",2.6441711934156378
Amphetamine / dextroamphetamine,0.15408844621513945,8.07569721115538,251,36.56175298804781,"[('anxiety', 27), ('dry mouth', 14), ('headache', 14)]",1.2443716353708674
Ampicillin / sulbactam,0.9657,9.0,1,3.0,[],8.6913
Ampyra,0.4758689655172414,9.137931034482758,29,63.310344827586206,"[('pain', 3), ('fatigue', 2), ('weakness', 2)]",4.348457788347206
Amrix,-0.4886529411764706,7.411764705882353,17,32.470588235294116,"[('pain', 8), ('constipation', 1), ('dry mouth', 1)]",-3.621780622837371
Anafranil,-0.2073,8.375,24,64.29166666666667,"[('anxiety', 6), ('dry mouth', 5), ('weight gain', 3)]",-1.7361375000000001
Anakinra,0.3517333333333334,9.0,3,6.666666666666667,"[('pain', 2), ('fever', 1)]",3.1656000000000004
Analpram-HC,-0.21966666666666668,7.0,3,26.666666666666668,"[('pain', 2)]",-1.5376666666666667
Anastrozole,-0.37134423076923073,5.211538461538462,52,58.88461538461539,"[('pain', 38), ('insomnia', 8), ('weight gain', 7)]",-1.9352747411242601
AndroGel,0.3707228571428572,7.257142857142857,35,65.2,"[('anxiety', 2), ('rash', 2), ('weight gain', 2)]",2.6903887346938777
Androderm,-0.049933333333333337,6.444444444444445,9,31.666666666666668,"[('fatigue', 1), ('pain', 1)]",-0.32179259259259263
Anexsia,0.0516,8.0,1,4.0,"[('pain', 1)]",0.4128
Angeliq,-0.021218181818181824,7.818181818181818,11,28.181818181818183,"[('pain', 4), ('weight gain', 2), ('insomnia', 1)]",-0.16588760330578517
Anoro Ellipta,0.24451111111111112,9.777777777777779,9,42.44444444444444,"[('pain', 1)]",2.3907753086419756
Ansaid,-0.2144,10.0,1,11.0,"[('pain', 1)]",-2.144
Antabuse,-0.017134615384615384,8.807692307692308,26,91.76923076923077,"[('anxiety', 2), ('pain', 2), ('headache', 1)]",-0.1509164201183432
Antihemophilic factor / von willebrand factor,0.8425,10.0,1,5.0,[],8.425
Antipyrine / benzocaine,0.6049,10.0,2,17.0,"[('pain', 1)]",6.0489999999999995
Antivert,0.10223333333333336,9.333333333333334,3,50.333333333333336,[],0.954177777777778
Apixaban,-0.32741785714285715,5.964285714285714,28,36.75,"[('pain', 6), ('dizziness', 4), ('rash', 4)]",-1.9528136479591838
Aplenzin,-0.09830000000000001,5.8,5,18.2,"[('sweating', 1)]",-0.5701400000000001
Apokyn,-0.6471,9.0,1,13.0,[],-5.8239
Apomorphine,-0.6471,9.0,1,13.0,[],-5.8239
Apremilast,-0.18385132743362834,5.68141592920354,113,20.079646017699115,"[('headache', 46), ('pain', 38), ('nausea', 29)]",-1.044535860286632
Aprepitant,0.333575,9.75,4,7.75,"[('nausea', 4), ('vomiting', 1)]",3.25235625
Apri,-0.05453910256410257,5.653846153846154,156,7.044871794871795,"[('weight gain', 28), ('pain', 26), ('nausea', 13)]",-0.3083556952662722
Apriso,-0.25375000000000003,6.5,10,13.0,"[('dry mouth', 2), ('nausea', 1), ('headache', 1)]",-1.6493750000000003
Aptensio XR,0.23343333333333335,6.333333333333333,3,7.333333333333333,[],1.4784111111111111
Aptiom,0.26133333333333336,6.333333333333333,3,10.333333333333334,"[('dizziness', 2), ('headache', 1)]",1.6551111111111112
Aquavite-E,-0.9287,1.0,1,13.0,[],-0.9287
Aquoral,-0.2599,1.0,1,1.0,[],-0.2599
Aranesp,0.2263,8.0,1,21.0,"[('headache', 1), ('fatigue', 1)]",1.8104
Arava,-0.4966888888888889,7.444444444444445,9,104.77777777777777,"[('pain', 5), ('nausea', 1), ('fever', 1)]",-3.697572839506173
Arginine,0.15053333333333332,9.666666666666666,3,61.666666666666664,"[('pain', 1)]",1.4551555555555553
Aricept,0.3902875,5.5,8,110.5,[],2.14658125
Aricept ODT,0.2023,10.0,1,114.0,[],2.023
Arimidex,-0.42488333333333334,5.722222222222222,18,98.0,"[('pain', 14), ('insomnia', 6), ('headache', 3)]",-2.4312768518518517
Aripiprazole,0.07588349206349206,6.492063492063492,315,37.75873015873016,"[('anxiety', 58), ('weight gain', 57), ('insomnia', 13)]",0.4926404484756865
Aristocort,-0.5106,10.0,1,2.0,"[('pain', 1)]",-5.106000000000001
Arixtra,0.15975,9.0,2,6.0,"[('nausea', 1)]",1.43775
Armodafinil,0.1766065693430657,7.408759124087592,137,25.416058394160583,"[('headache', 33), ('fatigue', 15), ('anxiety', 14)]",1.308435531994246
Armour Thyroid,-0.120953164556962,7.30379746835443,79,90.0632911392405,"[('fatigue', 12), ('weight gain', 11), ('pain', 10)]",-0.8834174170805958
Arnuity Ellipta,-0.1027,9.0,1,10.0,"[('pain', 1)]",-0.9243
Aromasin,-0.11353749999999999,5.625,8,70.375,"[('pain', 4), ('fatigue', 1), ('nausea', 1)]",-0.6386484374999999
Artemether / lumefantrine,0.6989,9.0,1,7.0,[],6.2901
Arthrotec,-0.22921052631578945,8.842105263157896,19,53.0,"[('pain', 13), ('weight loss', 1)]",-2.026703601108033
Asacol,0.06706315789473684,8.631578947368421,19,27.526315789473685,"[('diarrhea', 4), ('nausea', 2), ('fatigue', 2)]",0.5788609418282549
Asacol HD,0.6536,10.0,1,12.0,[],6.536
Ascomp with Codeine,-0.35365,10.0,2,10.5,"[('headache', 1)]",-3.5365
Asenapine,0.10090985915492957,7.73943661971831,142,28.929577464788732,"[('anxiety', 28), ('weight gain', 12), ('insomnia', 11)]",0.7809854592342789
Asendin,0.8979,10.0,1,59.0,"[('anxiety', 1)]",8.979000000000001
Ashlyna,-0.17758333333333332,4.416666666666667,12,1.9166666666666667,"[('weight gain', 2), ('headache', 1), ('dry mouth', 1)]",-0.7843263888888888
Asmanex Twisthaler,0.7255,9.0,2,17.5,"[('weight gain', 1)]",6.5295000000000005
Aspirin,0.07256666666666665,9.166666666666666,6,12.833333333333334,"[('pain', 3), ('fever', 1), ('fatigue', 1)]",0.6651944444444443
Aspirin / butalbital / caffeine,0.004605882352941187,8.735294117647058,34,17.676470588235293,"[('headache', 15), ('pain', 11), ('nausea', 2)]",0.04023373702422154
Aspirin / butalbital / caffeine / codeine,-0.09547777777777779,9.666666666666666,9,28.333333333333332,"[('pain', 4), ('headache', 4), ('vomiting', 3)]",-0.9229518518518519
Aspirin / caffeine,0.9032,10.0,1,7.0,"[('headache', 1), ('pain', 1)]",9.032
Aspirin / caffeine / orphenadrine,0.08539999999999999,10.0,3,13.666666666666666,[],0.8539999999999999
Aspirin / caffeine / salicylamide,0.2108,10.0,1,0.0,"[('headache', 1)]",2.1079999999999997
Aspirin / carisoprodol,-0.435125,9.5,4,9.75,"[('pain', 2)]",-4.1336875
Aspirin / carisoprodol / codeine,0.9023,10.0,2,16.5,"[('pain', 1)]",9.023
Aspirin / chlorpheniramine / phenylephrine,0.2023,8.0,1,2.0,[],1.6184
Aspirin / dipyridamole,-0.23055,6.5,6,45.5,"[('headache', 3), ('nausea', 1), ('pain', 1)]",-1.498575
Aspirin / oxycodone,-0.9538,1.0,1,10.0,"[('pain', 1), ('constipation', 1)]",-0.9538
Astelin,0.12882,10.0,5,36.6,[],1.2881999999999998
Astepro,0.2028875,8.25,8,19.25,"[('headache', 1)]",1.673821875
Asthmanefrin,0.7751,7.666666666666667,3,4.0,[],5.942433333333334
Atarax,-0.038802439024390255,7.2439024390243905,41,63.02439024390244,"[('anxiety', 29), ('headache', 3), ('nausea', 3)]",-0.28108108268887577
Atazanavir,0.128,10.0,1,7.0,[],1.28
Atenolol,-0.25614393939393937,7.075757575757576,66,35.34848484848485,"[('anxiety', 13), ('pain', 9), ('headache', 5)]",-1.812412419651056
Atenolol / chlorthalidone,0.0644,5.0,1,10.0,[],0.322
