drugName,avg_sentiment,avg_rating,review_count,avg_usefulness,demand,demand_scaled,effectiveness_score,sentiment_per_review,engagement_score,popularity,top_side_effects,sentiment_rating_proxy,sentiment_usefulness,rating_variation_proxy
Acetaminophen / aspirin / caffeine,-0.07156,7.6,55,10.527272727272727,297.89854545454546,0.027001011987914464,7.6,-0.0012778571428571429,579.0,high,"[('pain', 26), ('headache', 21), ('nausea', 6)]",-3.9358,-0.7533316363636363,4.771293375394322
Acetaminophen / aspirin / caffeine / salicylamide,0.8353,10.0,1,7.0,123.53,0.01478412227865403,10.0,0.41765,7.0,low,"[('headache', 1), ('pain', 1)]",0.8353,5.8471,0.125
Acetaminophen / butalbital,-0.3601222222222222,8.777777777777779,9,8.666666666666666,35.32111111111111,0.008603889117204146,8.777777777777779,-0.036012222222222216,78.0,medium,"[('headache', 8), ('vomiting', 1), ('pain', 1)]",-3.2410999999999994,-3.1210592592592588,0.9310344827586208
Acetaminophen / butalbital / caffeine,0.1189975308641975,9.08641975308642,81,25.320987654320987,470.54172839506174,0.039097016571434814,9.08641975308642,0.0014511894007828963,2051.0,high,"[('headache', 61), ('pain', 22), ('nausea', 4)]",9.638799999999996,3.0131350099070255,3.077392120075047
Acetaminophen / butalbital / caffeine / codeine,-0.2473,9.142857142857142,7,9.0,68.27,0.010912407207717006,9.142857142857142,-0.0309125,63.0,medium,"[('headache', 5), ('pain', 4), ('vomiting', 1)]",-1.7310999999999999,-2.2257,0.7
Acetaminophen / caffeine,-0.7723,9.0,1,5.0,-44.230000000000004,0.00303025111867583,9.0,-0.38615,5.0,low,"[('headache', 1)]",-0.7723,-3.8615,0.16666666666666666
Acetaminophen / caffeine / dihydrocodeine,-0.6368428571428572,8.428571428571429,7,5.142857142857143,26.60142857142857,0.007992956683207125,8.428571428571429,-0.07960535714285714,36.0,medium,"[('pain', 6), ('constipation', 1)]",-4.4579,-3.2751918367346944,1.1395348837209303
Acetaminophen / caffeine / isometheptene mucate,-0.25762,8.6,5,7.4,35.038,0.008584053330819082,8.6,-0.04293666666666667,37.0,medium,"[('headache', 4), ('pain', 2)]",-1.2881,-1.9063880000000002,0.5952380952380952
Acetaminophen / caffeine / magnesium salicylate,0.8988,10.0,1,5.0,148.88,0.01656023478405131,10.0,0.4494,5.0,low,"[('pain', 1)]",0.8988,4.494,0.16666666666666666
Acetaminophen / chlorpheniramine,0.8166,9.0,1,7.0,121.66,0.014653103328551745,9.0,0.4083,7.0,low,[],0.8166,5.7162,0.125
Acetaminophen / chlorpheniramine / phenylephrine,-0.7902,2.0,2,2.0,-62.019999999999996,0.0017838195024621195,2.0,-0.2634,4.0,low,"[('headache', 1), ('anxiety', 1)]",-1.5804,-1.5804,0.6666666666666666
Acetaminophen / codeine,-0.4613685185185185,5.314814814814815,54,19.64814814814815,270.15944444444443,0.0250575104418585,5.314814814814815,-0.008388518518518519,1061.0,high,"[('pain', 48), ('headache', 4), ('nausea', 3)]",-24.913899999999998,-9.065037002743484,2.6152466367713005
Acetaminophen / dextromethorphan / phenylephrine,-0.0754,10.0,1,1.0,8.46,0.006721902712734315,10.0,-0.0377,1.0,low,[],-0.0754,-0.0754,0.5
Acetaminophen / dichloralphenazone / isometheptene mucate,0.0050413793103448,8.931034482758621,29,8.068965517241379,166.64206896551724,0.01780470945116705,8.931034482758621,0.00016804597701149332,234.0,high,"[('headache', 14), ('pain', 6), ('nausea', 6)]",0.1461999999999992,0.040678715814506314,3.197718631178707
Acetaminophen / diphenhydramine,0.0395454545454545,5.363636363636363,11,22.818181818181817,115.5909090909091,0.014227880911982543,5.363636363636363,0.003295454545454542,250.99999999999997,medium,"[('pain', 4), ('insomnia', 2), ('dry mouth', 1)]",0.4349999999999995,0.9023553719008254,0.46183206106870234
Acetaminophen / diphenhydramine / phenylephrine,-0.8176,1.0,1,3.0,-58.760000000000005,0.002012226870020112,1.0,-0.4088,3.0,low,[],-0.8176,-2.4528,0.25
Acetaminophen / hydrocodone,-0.3086399280575539,8.10431654676259,278,30.41726618705036,1423.9705395683454,0.10589768065549515,8.10431654676259,-0.0011062363012815553,8456.0,high,"[('pain', 234), ('nausea', 22), ('headache', 17)]",-85.80189999999999,-9.38798284767869,8.848637508587132
Acetaminophen / oxycodone,-0.2683838709677419,8.543010752688172,186,32.494623655913976,985.1508602150537,0.07515238992122275,8.543010752688172,-0.0014352078661376572,6044.0,high,"[('pain', 168), ('nausea', 14), ('constipation', 9)]",-49.919399999999996,-8.72103288241415,5.553130016051365
Acetaminophen / pamabrom,0.24228,9.8,5,10.4,91.02799999999999,0.012506914836822775,9.8,0.04038,52.0,medium,"[('pain', 5)]",1.2114,2.519712,0.43859649122807015
Acetaminophen / pentazocine,-0.65535,8.5,2,15.5,4.465000000000003,0.006441998592061253,8.5,-0.21845,31.0,low,"[('pain', 2)]",-1.3107,-10.157925,0.12121212121212122
Acetaminophen / phenyltoloxamine,0.4906333333333333,9.0,3,9.333333333333334,88.73,0.012345908661777295,9.0,0.12265833333333333,28.0,medium,"[('pain', 2), ('headache', 1), ('dry mouth', 1)]",1.4719,4.579244444444445,0.29032258064516125
Acetaminophen / propoxyphene,-0.3887181818181818,7.227272727272728,22,20.181818181818183,145.4918181818182,0.016322846535616106,7.227272727272728,-0.01690079051383399,444.00000000000006,high,"[('pain', 20), ('headache', 3), ('constipation', 1)]",-8.5518,-7.845039669421488,1.03862660944206
Acetaminophen / pseudoephedrine,0.4462333333333333,10.0,3,7.0,111.62333333333333,0.013949898232726472,10.0,0.11155833333333333,21.0,medium,"[('headache', 2), ('dry mouth', 1)]",1.3387,3.1236333333333333,0.375
Acetaminophen / tramadol,-0.2373588235294117,8.0,17,51.05882352941177,204.38176470588235,0.020448888762975764,8.0,-0.013186601307189539,868.0,high,"[('pain', 16), ('fever', 1), ('sweating', 1)]",-4.035099999999999,-12.119262283737022,0.32655367231638416
Acetazolamide,-0.1637604166666666,6.9375,48,16.4375,278.49895833333335,0.025641806887893602,6.9375,-0.0033420493197278897,789.0,high,"[('headache', 19), ('pain', 9), ('nausea', 4)]",-7.8604999999999965,-2.6918118489583325,2.752688172043011
Acetohydroxamic acid,-0.7346,9.0,1,4.0,-24.460000000000008,0.0044154086820566655,9.0,-0.3673,4.0,low,[],-0.7346,-2.9384,0.2
Acetylcysteine,0.1361428571428571,9.571428571428571,7,27.857142857142858,122.32857142857142,0.01469994585616662,9.571428571428571,0.017017857142857137,195.0,medium,"[('headache', 1)]",0.9529999999999996,3.792551020408162,0.24257425742574257
Acidophilus,0.1099375,9.0,8,55.625,210.24375,0.02085960061257487,9.0,0.012215277777777776,445.0,medium,"[('pain', 2), ('constipation', 1)]",0.8795,6.1152734375,0.141280353200883
Aciphex,-0.10546875,9.4375,16,24.4375,133.328125,0.015470614284253469,9.4375,-0.0062040441176470585,391.0,high,"[('pain', 5), ('headache', 2), ('diarrhea', 1)]",-1.6875,-2.577392578125,0.628992628992629
Acitretin,0.0179833333333333,7.5,6,45.0,156.79833333333335,0.017115021800037006,7.5,0.002569047619047614,270.0,medium,"[('weakness', 1)]",0.1078999999999998,0.8092499999999985,0.13043478260869565
Aclidinium,0.7099666666666667,9.333333333333334,3,31.0,176.99666666666667,0.0185301899428976,9.333333333333334,0.1774916666666667,93.0,medium,[],2.1299,22.00896666666667,0.09375
Acrivastine / pseudoephedrine,-0.5574,10.0,1,11.0,-12.740000000000002,0.005236554187510556,10.0,-0.2787,11.0,low,[],-0.5574,-6.1314,0.08333333333333333
Actemra,0.2542399999999999,7.8,10,22.5,157.42399999999998,0.017158858265160355,7.8,0.023112727272727264,225.0,medium,"[('pain', 6), ('fatigue', 2), ('headache', 1)]",2.542399999999999,5.720399999999998,0.425531914893617
Acthar,0.26765,7.5,2,7.5,99.765,0.013119060594600133,7.5,0.08921666666666667,15.0,low,[],0.5353,2.007375,0.23529411764705882
Acticlate,0.1055999999999999,8.0,2,9.0,66.55999999999999,0.01079259843516358,8.0,0.03519999999999997,18.0,low,"[('headache', 1), ('pain', 1)]",0.2111999999999998,0.9503999999999991,0.2
Actifed,0.3258,8.666666666666666,3,7.0,61.58,0.010443681658955357,8.666666666666666,0.08145,21.0,medium,[],0.9773999999999999,2.2805999999999997,0.375
Actiq,0.0129428571428571,8.714285714285714,7,40.714285714285715,147.72285714285715,0.01647916117856403,8.714285714285714,0.0016178571428571375,285.0,medium,"[('pain', 6), ('headache', 2)]",0.0905999999999997,0.5269591836734676,0.1678082191780822
Activella,0.3269,8.0,1,27.0,103.69,0.01339406026259557,8.0,0.16345,27.0,low,"[('headache', 1), ('anxiety', 1)]",0.3269,8.8263,0.03571428571428571
ActoPlus Met,-0.4476,5.0,2,12.5,15.240000000000002,0.007196933986367196,5.0,-0.1492,25.0,low,[],-0.8952,-5.595,0.14814814814814814
Actonel,-0.2410166666666666,4.0,6,73.66666666666667,160.23166666666668,0.017355573526606265,4.0,-0.034430952380952375,442.0,medium,"[('diarrhea', 2), ('pain', 2), ('vomiting', 1)]",-1.4460999999999995,-17.754894444444442,0.08035714285714285
Actonel with Calcium,-0.9724,3.0,1,8.0,-48.24000000000001,0.0027492960438575617,3.0,-0.4862,8.0,low,"[('pain', 1)]",-0.9724,-7.7792,0.1111111111111111
Actos,0.04185,4.583333333333333,12,43.75,169.685,0.018017908183451323,4.583333333333333,0.003219230769230769,525.0,medium,"[('pain', 3), ('weight gain', 3), ('headache', 2)]",0.5022,1.8309374999999999,0.2681564245810056
Acyclovir,-0.1028328125,8.359375,64,25.9375,404.59171875,0.03447632083724684,8.359375,-0.0015820432692307692,1660.0,high,"[('pain', 17), ('fever', 3), ('nausea', 3)]",-6.5813,-2.6672260742187497,2.3758700696055683
Acyclovir / hydrocortisone,0.8929,10.0,1,1.0,124.29,0.014837370622011108,10.0,0.44645,1.0,low,[],0.8929,0.8929,0.5
Aczone,0.3185186046511628,7.523255813953488,86,15.546511627906977,524.9448837209302,0.04290869801156679,7.523255813953488,0.0036611333867949745,1337.0,high,"[('pain', 6)]",27.392599999999998,4.951853190914007,5.1974701335207305
Adalimumab,0.0282957746478873,7.262910798122066,213,34.48356807511737,1161.7967136150235,0.08752883604549339,7.262910798122066,0.00013222324601816496,7344.999999999999,high,"[('pain', 103), ('headache', 12), ('fever', 10)]",6.026999999999995,0.9757392713086018,6.002778512834084
Adapalene,0.1284684210526316,7.481203007518797,133,19.804511278195488,761.4558646616541,0.05947951106531815,7.481203007518797,0.0009587195600942656,2634.0,high,"[('pain', 14), ('rash', 7), ('fever', 1)]",17.0863,2.544254293628809,6.392844235634262
Adapalene / benzoyl peroxide,0.268963321799308,7.581314878892734,289,10.97923875432526,1523.8548096885813,0.1128959331704076,7.581314878892734,0.0009274597303424413,3173.0000000000005,high,"[('pain', 37), ('rash', 5), ('weight gain', 1)]",77.7304,2.9530125261910185,24.125072212593874
Adcirca,-0.0147,6.0,2,6.0,22.53,0.007707697700937065,6.0,-0.0049,12.0,low,"[('headache', 1), ('dizziness', 1)]",-0.0294,-0.0882,0.2857142857142857
Adderall,0.25805,8.446153846153846,130,49.53076923076923,796.8665384615384,0.06196051069295201,8.446153846153846,0.001969847328244275,6439.0,high,"[('anxiety', 12), ('dry mouth', 6), ('pain', 5)]",33.5465,12.781415,2.572689907139595
Adderall XR,0.1190461538461538,8.102564102564102,78,32.0,509.9046153846154,0.04185492252136326,8.102564102564102,0.0015069133398247316,2496.0,high,"[('anxiety', 14), ('insomnia', 8), ('headache', 7)]",9.285599999999997,3.8094769230769217,2.3636363636363638
Addyi,-0.54105,1.0,2,8.5,-18.105000000000004,0.0048606629215753915,1.0,-0.18035,17.0,low,[],-1.0821,-4.598925,0.21052631578947367
Adempas,-0.5482,1.0,1,0.0,-17.82,0.0048806310503342965,1.0,-0.2741,0.0,low,[],-0.5482,-0.0,1.0
Adenosine,0.04435,7.25,4,3.75,76.935,0.011519508385597378,7.25,0.00887,15.0,medium,"[('headache', 1), ('pain', 1)]",0.1774,0.1663125,0.8421052631578947
Adipex-P,0.2665694323144105,9.139737991266376,229,58.22707423580786,1337.111091703057,0.09981199420320948,9.139737991266376,0.0011589975318017848,13334.0,high,"[('dry mouth', 71), ('weight loss', 29), ('headache', 19)]",61.0444,15.521558124368338,3.8664749686647495
Adoxa,0.2055333333333333,8.666666666666666,3,21.666666666666668,93.88666666666666,0.012707203342362382,8.666666666666666,0.05138333333333332,65.0,medium,[],0.6165999999999998,4.453222222222221,0.1323529411764706
Advair Diskus,-0.1033575,8.125,40,24.25,239.16425,0.022885875236335895,8.125,-0.0025209146341463417,970.0,high,"[('headache', 4), ('pain', 2), ('nausea', 1)]",-4.1343000000000005,-2.506419375,1.5841584158415842
Advair HFA,0.2429,9.0,2,5.5,62.29,0.010493426821828418,9.0,0.08096666666666667,11.0,low,[],0.4858,1.33595,0.3076923076923077
Advil,-0.1599,9.8,5,12.0,66.01,0.010754063449839379,9.8,-0.026649999999999997,60.0,medium,"[('pain', 4), ('headache', 2)]",-0.7994999999999999,-1.9187999999999998,0.38461538461538464
Advil Cold and Sinus,0.1025142857142857,8.0,7,9.0,91.25142857142856,0.012522569049042788,8.0,0.012814285714285712,63.0,medium,"[('headache', 3), ('pain', 3)]",0.7175999999999999,0.9226285714285712,0.7
Advil Cold and Sinus Liqui-Gels,0.9165,10.0,1,0.0,123.64999999999999,0.014792529911815674,10.0,0.45825,0.0,low,[],0.9165,0.0,1.0
Advil Liqui-Gels,-0.201725,7.25,4,25.75,57.3275,0.0101457361587896,7.25,-0.040345,103.0,medium,"[('pain', 3), ('headache', 1)]",-0.8069,-5.19441875,0.14953271028037382
Adzenys XR-ODT,0.5215133333333334,6.0,15,8.533333333333333,179.21800000000002,0.018685824574534254,6.0,0.032594583333333337,128.0,high,"[('insomnia', 2), ('anxiety', 2), ('headache', 2)]",7.822700000000001,4.4502471111111115,1.5734265734265735
Aerobid-M,-0.1752,10.0,1,1.0,18.48,0.007423940081731582,10.0,-0.0876,1.0,low,"[('pain', 1)]",-0.1752,-0.1752,0.5
Afatinib,0.8174,10.0,1,1.0,97.74,0.01297718178499739,10.0,0.4087,1.0,low,"[('rash', 1)]",0.8174,0.8174,0.5
Afinitor,-0.20765,5.333333333333333,6,19.5,80.235,0.011750718297542585,5.333333333333333,-0.029664285714285716,117.0,medium,"[('rash', 2), ('nausea', 1), ('vomiting', 1)]",-1.2459,-4.049175,0.2926829268292683
Aflibercept,0.575275,7.0,4,9.5,138.5275,0.01583490126483532,7.0,0.11505499999999999,38.0,medium,[],2.3011,5.4651125,0.38095238095238093
Afrezza,0.30876,8.866666666666667,15,32.4,209.676,0.02081982199817884,8.866666666666667,0.0192975,486.0,high,[],4.631399999999999,10.003823999999998,0.44910179640718567
Afrin,-0.1507066666666666,4.066666666666666,15,7.133333333333334,117.19600000000001,0.014340339374938595,4.066666666666666,-0.009419166666666662,107.0,high,[],-2.260599999999999,-1.0750408888888885,1.8442622950819674
Afrin NoDrip Sinus,-0.4317,5.0,1,8.0,25.830000000000005,0.007938907612882273,5.0,-0.21585,8.0,low,"[('anxiety', 1)]",-0.4317,-3.4536,0.1111111111111111
Afrin Original,-0.5984,1.0,1,0.0,-5.840000000000003,0.005719993094305081,1.0,-0.2992,0.0,low,[],-0.5984,-0.0,1.0
Aftera,-0.0235204545454545,7.227272727272728,44,6.795454545454546,233.23886363636365,0.022470721278948714,7.227272727272728,-0.0005226767676767667,299.0,high,"[('nausea', 4), ('fatigue', 3), ('headache', 3)]",-1.034899999999998,-0.15983217975206582,5.644314868804664
Aggrenox,-0.32875,6.5,10,31.6,112.325,0.01399905953218553,6.5,-0.029886363636363635,316.0,medium,"[('headache', 6), ('nausea', 2), ('pain', 2)]",-3.2874999999999996,-10.3885,0.3067484662576687
Alamast,-0.13015,5.5,2,0.5,30.985,0.00830008552078456,5.5,-0.04338333333333333,1.0,low,[],-0.2603,-0.065075,1.3333333333333333
Alavert,-0.4019,10.0,1,26.0,22.810000000000002,0.007727315511647567,10.0,-0.20095,26.0,low,[],-0.4019,-10.449399999999999,0.037037037037037035
Albendazole,0.2607,8.666666666666666,3,17.333333333333332,103.73666666666666,0.013397329897713986,8.666666666666666,0.065175,52.0,medium,"[('headache', 1), ('diarrhea', 1), ('rash', 1)]",0.7821,4.5188,0.16363636363636364
Albiglutide,-0.1834666666666666,2.5,6,4.833333333333333,59.32000000000001,0.01028533790107773,2.5,-0.0262095238095238,29.0,medium,"[('headache', 2), ('pain', 2), ('diarrhea', 1)]",-1.1007999999999996,-0.8867555555555552,1.0285714285714287
Albuterol,0.1023261904761904,4.285714285714286,42,13.214285714285714,257.6611904761904,0.024181837654140663,4.285714285714286,0.002379678848283498,555.0,high,"[('pain', 3), ('dry mouth', 2), ('anxiety', 1)]",4.297699999999997,1.3521675170068017,2.954773869346734
Albuterol / ipratropium,0.3895090909090909,7.545454545454546,11,18.636363636363637,151.22363636363636,0.01672443840746584,7.545454545454546,0.03245909090909091,205.0,medium,[],4.2846,7.25903305785124,0.5601851851851852
Alcaftadine,0.4130636363636364,7.272727272727272,11,13.909090909090908,154.12454545454545,0.016927686569729518,7.272727272727272,0.0344219696969697,153.0,medium,[],4.5437,5.7453396694214875,0.7378048780487805
Alclometasone,0.9403,8.0,1,13.0,169.03,0.017972016519110685,8.0,0.47015,13.0,low,[],0.9403,12.2239,0.07142857142857142
Aldactone,0.1633,6.5,8,107.375,302.08,0.02729397978708338,6.5,0.018144444444444446,859.0,medium,"[('pain', 2), ('weight gain', 1), ('weight loss', 1)]",1.3064,17.5343375,0.07381776239907728
Aldara,-0.23680625,7.5,16,34.6875,154.694375,0.01696761088458659,7.5,-0.013929779411764705,555.0,high,"[('pain', 5), ('headache', 3), ('fatigue', 2)]",-3.7889,-8.214216796875,0.44833625218914186
Aldomet,0.9297,3.0,1,24.0,145.97,0.016356349679881445,3.0,0.46485,24.0,low,"[('dizziness', 1)]",0.9297,22.3128,0.04
Alefacept,0.45,10.0,1,3.0,71.0,0.011103680862144406,10.0,0.225,3.0,low,"[('pain', 1), ('fever', 1)]",0.45,1.35,0.25
Alemtuzumab,0.5105333333333334,8.333333333333334,3,34.0,146.05333333333334,0.016362188314021475,8.333333333333334,0.12763333333333335,102.0,medium,"[('headache', 1), ('rash', 1), ('fever', 1)]",1.5316,17.358133333333335,0.08571428571428572
Alendronate,-0.5477052631578947,2.3684210526315788,19,92.15789473684212,245.5452631578948,0.023332952051595916,2.3684210526315788,-0.027385263157894735,1751.0000000000005,high,"[('pain', 14), ('nausea', 4), ('headache', 4)]",-10.4064,-50.475363988919675,0.20395480225988696
Alesse,-0.1703869047619047,5.488095238095238,84,7.464285714285714,461.88988095238096,0.03849083690919676,5.488095238095238,-0.0020045518207282907,627.0,high,"[('pain', 18), ('weight gain', 14), ('nausea', 14)]",-14.312499999999996,-1.271816539115646,9.924050632911392
Aleve,-0.2585818181818182,8.06060606060606,33,42.06060606060606,259.2630303030303,0.024294068334538836,8.06060606060606,-0.007605347593582888,1388.0,high,"[('pain', 28), ('nausea', 1), ('headache', 1)]",-8.5332,-10.876107988980717,0.7663617171006333
Aleve-D Sinus & Cold,-0.1045,9.0,1,18.0,41.55,0.009040307557057627,9.0,-0.05225,18.0,low,[],-0.1045,-1.881,0.05263157894736842
Alfuzosin,-0.0785090909090909,5.909090909090909,22,35.22727272727273,207.60363636363638,0.020674624721244875,5.909090909090909,-0.003413438735177865,775.0,high,"[('pain', 7), ('headache', 2), ('dizziness', 2)]",-1.7271999999999998,-2.7656611570247933,0.6072772898368883
Alimta,-0.8607,8.0,1,38.0,31.929999999999993,0.008366295631932504,8.0,-0.43035,38.0,low,"[('fatigue', 1)]",-0.8607,-32.7066,0.02564102564102564
Alirocumab,-0.1047083333333333,6.0,12,24.333333333333332,109.19583333333333,0.013779818820227385,6.0,-0.008054487179487178,292.0,medium,"[('pain', 6), ('diarrhea', 1)]",-1.2564999999999997,-2.547902777777777,0.4736842105263158
Aliskiren,-0.3794,7.8,10,23.4,82.85999999999999,0.011934635272953544,7.8,-0.03449090909090909,234.0,medium,"[('pain', 1), ('headache', 1), ('nausea', 1)]",-3.794,-8.87796,0.4098360655737705
Aliskiren / hydrochlorothiazide,0.2507333333333333,8.0,3,12.0,85.07333333333332,0.012089709395712755,8.0,0.06268333333333333,36.0,medium,"[('headache', 2), ('nausea', 1), ('diarrhea', 1)]",0.7522,3.0088,0.23076923076923078
Alka-Seltzer Cold and Sinus,0.5965,10.0,1,6.0,122.65,0.01472246630213531,10.0,0.29825,6.0,low,[],0.5965,3.579,0.14285714285714285
Alka-Seltzer Plus Cold Formula Sparkling Original Effervescent Tablets,0.2023,8.0,1,2.0,61.230000000000004,0.010419159395567229,8.0,0.10115,2.0,low,[],0.2023,0.4046,0.3333333333333333
Allantoin / camphor / phenol,0.8372,8.0,1,9.0,109.72,0.013816543828968176,8.0,0.4186,9.0,low,[],0.8372,7.534800000000001,0.1
Allegra,0.104644,7.44,25,22.44,181.3444,0.018834807834158585,7.44,0.004024769230769231,561.0,high,"[('headache', 3), ('fever', 3), ('dizziness', 1)]",2.6161,2.34821136,1.0665529010238908
Allegra Allergy,-0.48685,1.0,2,2.0,-28.685000000000002,0.0041193899311571195,1.0,-0.16228333333333333,4.0,low,[],-0.9737,-0.9737,0.6666666666666666
Allegra ODT,0.5719,10.0,1,26.0,152.19,0.01679214533209332,10.0,0.28595,26.0,low,[],0.5719,14.869399999999999,0.037037037037037035
Allegra-D 12 Hour,0.0357499999999999,8.75,4,10.75,49.07499999999999,0.009567536219902379,8.75,0.00714999999999998,43.0,medium,"[('insomnia', 3), ('headache', 1), ('dizziness', 1)]",0.1429999999999996,0.38431249999999895,0.3404255319148936
Allegra-D 24 Hour,-0.2975571428571428,8.428571428571429,7,9.142857142857142,33.53,0.00847839740742109,8.428571428571429,-0.03719464285714285,64.0,medium,"[('dry mouth', 2), ('pain', 1), ('nausea', 1)]",-2.0828999999999995,-2.720522448979591,0.6901408450704226
Allerx Dose Pack DF,-0.0129,10.0,1,6.0,49.71,0.009612026612049412,10.0,-0.00645,6.0,low,[],-0.0129,-0.0774,0.14285714285714285
Alli,0.1275863636363636,6.9772727272727275,44,68.31818181818181,418.395,0.03544342854705515,6.9772727272727275,0.0028352525252525245,3006.0,high,"[('weight loss', 11), ('constipation', 3), ('pain', 2)]",5.613799999999999,8.71646838842975,0.6347540983606558
Allopurinol,-0.364784,7.96,25,45.96,229.4416,0.022204671281677083,7.96,-0.014030153846153847,1149.0,high,"[('pain', 13), ('rash', 1), ('sweating', 1)]",-9.1196,-16.76547264,0.5323679727427598
Almotriptan,0.45928,9.5,10,8.0,146.928,0.016423470617955235,9.5,0.041752727272727275,80.0,medium,"[('headache', 4)]",4.5928,3.67424,1.1111111111111112
Aloe vera,0.1298,10.0,1,2.0,38.980000000000004,0.008860244080179085,10.0,0.0649,2.0,low,"[('pain', 1)]",0.1298,0.2596,0.3333333333333333
Alogliptin,-0.0812,4.0,2,9.0,47.88,0.009483810206334342,4.0,-0.027066666666666666,18.0,low,[],-0.1624,-0.7307999999999999,0.2
Alogliptin / metformin,0.8126,1.0,1,2.0,107.26,0.013644187349154476,1.0,0.4063,2.0,low,[],0.8126,1.6252,0.3333333333333333
Aloprim,0.48245,9.5,2,52.5,167.245,0.01784695297583123,9.5,0.16081666666666666,105.0,low,"[('pain', 1)]",0.9649,25.328625,0.037383177570093455
